EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM438,30,26-35,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,35625,Upto 5k,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2.0
RM481,30,26-35,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,43116,Upto 5k,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0.0
RM502,30,26-35,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,68470,Upto 5k,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0.0
RM546,30,26-35,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,79551,5k-10k,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7.0
RM582,30,26-35,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,52264,Upto 5k,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2.0
RM603,30,26-35,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,265588,5k-10k,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0.0
RM624,30,26-35,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,55077,Upto 5k,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3.0
RM703,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,86446,5k-10k,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7.0
RM721,30,26-35,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,43449,Upto 5k,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1.0
RM731,30,26-35,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,366538,10k-15k,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7.0
RM733,30,26-35,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,37163,Upto 5k,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2.0
RM783,30,26-35,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,161734,5k-10k,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2.0
RM845,30,26-35,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,82059,5k-10k,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4.0
RM866,30,26-35,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,39555,Upto 5k,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3.0
RM875,30,26-35,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,38295,Upto 5k,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9.0
RM887,30,26-35,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,61425,Upto 5k,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7.0
RM932,30,26-35,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,149484,Upto 5k,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7.0
RM942,30,26-35,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,74823,Upto 5k,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7.0
RM949,30,26-35,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,226495,10k-15k,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8.0
RM1014,30,26-35,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,39694,Upto 5k,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2.0
RM1050,30,26-35,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,37984,5k-10k,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2.0
RM1053,30,26-35,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,53803,Upto 5k,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0.0
RM1065,30,26-35,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,71036,Upto 5k,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3.0
RM1107,30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,77600,5k-10k,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7.0
RM1110,30,26-35,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,60830,5k-10k,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3.0
RM1142,30,26-35,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,66733,Upto 5k,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1.0
RM1234,30,26-35,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,44011,Upto 5k,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8.0
RM1245,30,26-35,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,52357,Upto 5k,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7.0
RM1247,30,26-35,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,62936,Upto 5k,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2.0
RM1252,30,26-35,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,55690,5k-10k,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7.0
RM1260,30,26-35,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,83537,5k-10k,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7.0
RM1297,30,26-35,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,260359,5k-10k,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2.0
RM1339,30,26-35,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,35452,Upto 5k,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0.0
RM1413,30,26-35,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,60446,Upto 5k,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7.0
RM013,31,26-35,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,66057,Upto 5k,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3.0
RM059,31,26-35,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,50717,5k-10k,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7.0
RM073,31,26-35,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,34514,Upto 5k,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,
RM076,31,26-35,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,277849,Upto 5k,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,
RM125,31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,84487,5k-10k,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7.0
RM133,31,26-35,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,58473,Upto 5k,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2.0
RM181,31,26-35,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,42785,Upto 5k,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2.0
RM225,31,26-35,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,150566,Upto 5k,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4.0
RM246,31,26-35,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,222855,10k-15k,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2.0
RM260,31,26-35,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,55442,Upto 5k,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4.0
RM267,31,26-35,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,123881,5k-10k,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8.0
RM293,31,26-35,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,39410,Upto 5k,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2.0
RM304,31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,76590,5k-10k,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7.0
RM310,31,26-35,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,44644,Upto 5k,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3.0
RM311,31,26-35,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,56262,5k-10k,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0.0
RM313,31,26-35,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,64094,Upto 5k,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2.0
RM322,31,26-35,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,85429,5k-10k,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7.0
RM326,31,26-35,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,280211,5k-10k,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9.0
RM343,31,26-35,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,262582,5k-10k,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10.0
RM370,31,26-35,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,32856,Upto 5k,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2.0
RM395,31,26-35,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,170151,Upto 5k,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12.0
RM400,31,26-35,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,30929,Upto 5k,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2.0
RM435,31,26-35,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,332017,10k-15k,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8.0
RM440,31,26-35,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,91404,5k-10k,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0.0
RM451,31,26-35,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,81781,5k-10k,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5.0
RM457,31,26-35,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,251986,10k-15k,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1.0
RM483,31,26-35,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,81883,Upto 5k,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2.0
RM485,31,26-35,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,75962,5k-10k,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7.0
RM645,31,26-35,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married,67200,Upto 5k,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2.0
RM676,31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,53822,Upto 5k,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2.0
RM680,31,26-35,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,57989,5k-10k,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0.0
RM691,31,26-35,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,64667,5k-10k,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5.0
RM710,31,26-35,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,39088,Upto 5k,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2.0
RM727,31,26-35,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,153349,Upto 5k,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3.0
RM819,31,26-35,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,46552,Upto 5k,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2.0
RM832,31,26-35,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,36532,Upto 5k,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2.0
RM896,31,26-35,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,113542,5k-10k,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1.0
RM897,31,26-35,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,107028,5k-10k,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8.0
RM951,31,26-35,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,55089,5k-10k,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6.0
RM953,31,26-35,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,44048,Upto 5k,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2.0
RM981,31,26-35,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,46687,Upto 5k,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0.0
RM986,31,26-35,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,259407,5k-10k,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7.0
RM1013,31,26-35,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,42678,Upto 5k,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0.0
RM1015,31,26-35,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,359043,15k+,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0.0
RM1017,31,26-35,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,62779,Upto 5k,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0.0
RM1031,31,26-35,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,90959,10k-15k,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9.0
RM1034,31,26-35,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single,208068,5k-10k,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7.0
RM1036,31,26-35,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,48516,Upto 5k,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2.0
RM1037,31,26-35,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married,24323,Upto 5k,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2.0
RM1086,31,26-35,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single,73459,Upto 5k,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7.0
RM1145,31,26-35,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,77715,5k-10k,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3.0
RM1192,31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,83878,5k-10k,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2.0
RM1228,31,26-35,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,51406,Upto 5k,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3.0
RM1240,31,26-35,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,164116,5k-10k,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4.0
RM1248,31,26-35,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,80692,5k-10k,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2.0
RM1258,31,26-35,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,110458,5k-10k,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0.0
RM1275,31,26-35,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,47842,5k-10k,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7.0
RM1307,31,26-35,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,72136,5k-10k,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2.0
RM1313,31,26-35,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,50326,Upto 5k,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0.0
RM1342,31,26-35,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,36001,Upto 5k,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2.0
RM1359,31,26-35,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced,71797,5k-10k,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4.0
RM1361,31,26-35,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,22815,Upto 5k,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2.0
RM1383,31,26-35,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,36798,Upto 5k,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3.0
RM1390,31,26-35,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,96807,5k-10k,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7.0
RM1396,31,26-35,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,84829,5k-10k,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8.0
RM1403,31,26-35,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,44414,Upto 5k,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0.0
RM1406,31,26-35,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,327633,10k-15k,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8.0
RM1418,31,26-35,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,38079,Upto 5k,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2.0
RM1464,31,26-35,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,209023,5k-10k,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7.0
RM1464,31,26-35,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,141745,5k-10k,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7.0
RM006,32,26-35,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,33991,Upto 5k,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6.0
RM017,32,26-35,No,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,21,1,Male,80,4,1,Research Scientist,2,Divorced,75447,Upto 5k,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5.0
RM027,32,26-35,Yes,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,33,2,Female,72,1,1,Research Scientist,1,Single,83236,Upto 5k,4681,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,
RM061,32,26-35,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,137158,5k-10k,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8.0
RM074,32,26-35,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,53484,5k-10k,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,
RM095,32,26-35,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,43509,5k-10k,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7.0
RM102,32,26-35,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,66839,Upto 5k,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0.0
RM141,32,26-35,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,52267,Upto 5k,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,
RM145,32,26-35,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,70610,Upto 5k,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,
RM155,32,26-35,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,105907,5k-10k,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7.0
RM170,32,26-35,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,56257,Upto 5k,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4.0
RM211,32,26-35,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,115807,10k-15k,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,
RM239,32,26-35,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,40434,Upto 5k,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2.0
RM240,32,26-35,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,31537,Upto 5k,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2.0
RM242,32,26-35,No,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,45681,Upto 5k,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2.0
RM261,32,26-35,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,46184,Upto 5k,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3.0
